"题目"，"朝代"，"作者"，"内容"
"水调歌头 其十三 甲午九日牛山作","宋末元初","刘辰翁","不饮强须饮，今日是重阳。向来健者安在，世事两茫茫。叔子去人远矣，正复何关人事，堕泪忽成行。叔子泪自堕，湮没使人伤。燕何归，鸿欲断，蝶休忙。渊明自无可奈，冷眼菊花黄。看取龙山落日，又见骑台荒草，谁弱复谁强。酒亦有何好，暂醉得相忘。"
"游阳明一洞天呈王理得诸君","宋末元初","戴表元","禹穴苍茫不可探，人传灵笈锁烟岚。初晴鹤点青边嶂，欲雨龙移黑处潭。北斗斋坛天寂寂，东风仙洞草毵毵。堪怜尹叟非关吏，犹向江南逐老聃。"
"越城待旦","宋末元初","戴表元","策策虚楼竹隔明，悲来辗转向谁倾。天寒胡雁出万里，月落越鸡啼四更。为底朱颜成老色，看人青史上新名。清溪白石村村有，五尺乌犍托此生。"
"證道寺","宋末元初","戴表元","弯环青径斜，自是野僧家。满涧泻岩液，插天排石牙。炉寒馀柏子，架静落藤花。记得逃兵日，门多贵客车。"
"望江南 其六","宋末元初","黄公绍","思晴好，路滑少人行。早信雨能留得住，尽教尽日自舟横。直等到清明。"
"沁园春 其五 和刘仲简九日韵","宋末元初","刘辰翁","九日黄花，渊明之后，谁当汝俦。记龙山昨夜，寒泉九井，帽轻似叶，须戟如虬。庚扇西风，孔林落照，银海横波十二楼。闲笑道，那华亭上蔡，再见何由。人生似我何求。算惟有高人高处游。笑如今别驾，前时方外，尘埃半百，岁月如流。如此连墙，今年不见，一首犹胜万户侯。偷闲好，便明朝有约，莫莫休休。"
"丁丑岁旦","宋末元初","于石","不写桃符换旧诗，辛盘竹爆付儿嬉。山深未见新年历，只记梅花春早迟。"
"八咏楼","宋末元初","于石","八咏诗传千古名，蹇驴何在井空澄。凄凉楼外双溪月，曾照齐梁几废兴。"
"子房","宋末元初","于石","韩亡誓欲报秦仇，秦灭还兴伐楚谋。一念为韩非为汉，无功何必愿封留。"
"小三洞 其三","宋末元初","于石","断崖怒涌四时雪，虚壁寒凝六月霜。倚树老僧闲洗钵，碧桃花落涧泉香。"
"小三洞 其二","宋末元初","于石","洞门相对是吾家，朝看烟云暮看霞。铁笛一声山石裂，老松惊落半岩花。"
"小三洞 其一","宋末元初","于石","四山回合响幽泉，古木苍藤路屈盘。一局残棋双鹤去，石屏空倚白云寒。"
"小反岭","宋末元初","于石","泉本至清谁曰盗，溪虽可染却名愚。一夫作难随倾覆，千古青山独受污。"
"孔明","宋末元初","于石","居荆不肯吞刘表，入蜀胡为诈取璋。二子孰非刘氏后，岂惟玄德可兴王。"
"白杜鹃花","宋末元初","于石","蜀帝魂销恨不穷，野花开落倚东风。吻乾无复枝头血，几度啼来染不红。"
"杂兴四首 其四","宋末元初","于石","四围绿树岩藏屋，一枕清风竹满轩。醉里不知山雨过，醒来惟怪瀑声喧。"
"杂兴四首 其三","宋末元初","于石","采药归来竹径凉，满身草露湿衣香。怕惊幽鸟穿林去，不扫松花卧石床。"
"杂兴四首 其二","宋末元初","于石","偶种阶前竹数根，引风招月伴清樽。春来为爱临阶竹，今日翻嫌竹碍门。"
"杂兴四首 其一","宋末元初","于石","屋上青山屋下云，清泉为镜石为屏。客来问我谋生计，一卷家传相鹤经。"
"次韵杜若川春日杂兴集句 其二","宋末元初","于石","九陌净无车马尘，不须移槛损天真。凡花俗草败人意，怅望烟云缥渺人。"
"次韵杜若川春日杂兴集句 其一","宋末元初","于石","行约青帘共一樽，牧童遥指杏花村。如今只有花含笑，悍吏催租夜打门。"
"次韵赵羽翁秋江杂兴 其二","宋末元初","于石","雁落芦花洲外洲，半川斜日独凭楼。笛声何处雁惊起，点破清江一片秋。"
"次韵赵羽翁秋江杂兴 其一","宋末元初","于石","翩翩水鸟自沉浮，红蓼黄芦两岸秋。隔水人家一犬吠，斜阳篱落有渔舟。"
