"题目"，"朝代"，"作者"，"内容"
"国人谚","辽","无名氏","五个翁翁四百岁，南面北面顿瞌睡。自己精神管不得，有甚心情管女真。"
"题李俨《黄菊赋》","辽","耶律洪基","昨日得卿《黄菊赋》，碎剪金英填作句。袖中犹觉有余香，冷落西风吹不去。"
"传国玺","辽","耶律隆绪","一时制美宝，干载助兴王。中原既失守，此宝归北方。子孙皆宜守，世业当永昌。"
"伏虎林应制","辽","萧观音","威风万里压南邦，东去能翻鸭绿江。灵怪大千俱破胆，那教猛虎不投降。"
"怀古","辽","萧观音","宫中只数赵家妆，败雨残云误汉王。惟有知情一片月，曾窥飞燕入昭阳。"
"回心院","辽","萧观音","扫深殿，闭久金铺暗。游丝络网尘作堆，积岁青苔厚阶面。扫深殿，待君宴。"
"回心院","辽","萧观音","换香枕，一半无云锦。为是秋来展转多，更有双双泪痕渗。换香枕，待君寝。"
"回心院","辽","萧观音","剔银灯，须知一样明。偏是君来生彩晕，对妾故作青荧荧。剔银灯，待君行。"
"回心院","辽","萧观音","拂象床，凭梦借高唐。敲坏半边知妾卧，恰当天处少辉光。拂象床，待君王。"
"回心院","辽","萧观音","铺翠被，羞杀鸳鸯对。犹忆当时叫合欢，而今独覆相思块。铺翠被，待君睡。"
"回心院","辽","萧观音","装绣帐，金钩未敢上。解却四角夜光珠，不教照见愁模样。装绣帐，待君贶。"
"回心院","辽","萧观音","张鸣筝，恰恰语娇莺。一从弹作房中曲，常和窗前风雨声。张鸣筝，待君听。"
"回心院","辽","萧观音","展瑶席，花笑三韩碧。笑妾新铺玉一床，从来妇欢不终夕。展瑶席，待君息。"
"回心院","辽","萧观音","叠锦茵，重重空自陈。只愿身当白玉体，不愿伊当薄命人。叠锦茵，待君临。"
"回心院","辽","萧观音","爇熏炉，能将孤闷苏。若道妾身多秽贱，自沾御香香彻肤。爇熏炉，待君娱。"
"讽谏歌","辽","萧瑟瑟","勿嗟塞上兮暗红尘，勿伤多难兮畏夷人；不如塞奸邪之路兮，选取贤臣。直须卧薪尝胆兮，激壮士之捐身，可以朝清漠北兮，夕枕燕云。"
"咏史","辽","萧瑟瑟","丞相来朝兮剑佩鸣，干官侧目兮寂无声。养成外患兮磋何及，祸尽忠臣兮罚不明。亲戚并居兮藩屏位，私门潜畜兮爪牙兵。可怜往代兮秦天子，犹向宫中兮望太平。"
"以司空大师不肯赋诗以诗挑之","辽","耶律宗真","为避绮吟不肯吟，既吟何必昧真心。吾师如此过形外，弟子争能识浅深。"
"和《以司空大师不肯赋诗以诗挑之》诗二首 其一","辽","沙门郎思孝","为愧荒疏不敢吟，不吟恐忤帝王心。本吟出世不吟意，以此来批见过深。"
"和《以司空大师不肯赋诗以诗挑之》诗二首 其二","辽","沙门郎思孝","天子天才已善吟，那堪二相更同心。直饶万国犹难敌，一智宁当三智深。"
"天安节题松鹤图","辽","沙门郎思孝","千载鹤栖万岁松，霜翎一点碧枝中。四时有变此无变，愿与吾皇圣寿同。"
"和《以司空大师不肯赋诗以诗挑之》诗二首","辽","沙门郎思孝","为愧荒疏不敢吟，不吟恐忤帝王心。本吟出世不吟意，以此来批见过深。天子天才已善吟，那堪二相更同心。直饶万国犹难敌，一智宁当三智深。"
